data,yhat_model_1_to_7,yhat_model_1_to_8,yhat_model_1_to_9,yhat_model_1_to_10,yhat_model_1_to_11,yhat_model_1_to_12,yhat_model_1_to_13,yhat_model_1_to_14,yhat_model_1_to_15,yhat_model_1_to_16,yhat_model_1_to_17,yhat_model_1_to_18,yhat_model_1_to_19,yhat_model_1_to_20,yhat_model_1_to_21,yhat_model_1_to_22,yhat_model_1_to_23,yhat_model_1_to_24,yhat_model_1_to_25,yhat_model_1_to_26,yhat_model_1_to_27,yhat_model_1_to_28,yhat_model_1_to_29,yhat_model_1_to_30,yhat_model_1_to_31,yhat_model_1_to_32,yhat_model_1_to_33,yhat_model_1_to_34
13/04/2020,,,,82594.22178418226,44490.68529014547,26128.28195534038,14963.844087449914,9229.0639939681,5859.5511487213535,3897.7929770492806,2521.691527567612,1725.9614822781136,1144.3160881170452,782.6273081725155,559.6011994090215,395.1634822980203,283.31486195724125,,,,,,,,,,,
14/04/2020,,,,,76997.80377286942,44547.04629286099,25107.787612201737,15263.013288302158,9555.14183991015,6273.143653706891,4000.6539257313834,2702.673211677902,1766.1411205009897,1191.188613464802,840.8017208576321,585.5970157057463,414.1139549630393,292.7491678016015,,,,,,,,,,
15/04/2020,,,,,,75949.85911473981,42128.27901008035,25241.950298659234,15581.523782879643,10096.054749894301,6347.022091519794,4232.100521432344,2725.8678698271015,1813.03450318069,1263.3059660053304,867.802517604229,605.299582628362,421.85055617064353,303.303726718469,,,,,,,,,
16/04/2020,,,,,,,70686.90876963898,41745.10254592457,25408.715795549822,16248.682819917762,10069.526176992584,6627.021996635851,4207.1132128150775,2759.507665341515,1898.1192880014248,1286.005886919769,884.7506352756703,607.8852181813365,431.134528581342,309.37456033612494,,,,,,,,
17/04/2020,,,,,,,,69037.99294234099,41433.87048501544,26150.778687591275,15975.264614977848,10377.215834427221,6493.272025898262,4200.075917871081,2851.927346528365,1905.7459590668534,1293.2169608008974,875.9605340757076,612.8410743452215,433.7720838882956,318.6136400317458,,,,,,,
18/04/2020,,,,,,,,,67566.0130635061,42087.30230915046,25344.695970072484,16249.622911913253,10021.736870280454,6392.675743373017,4285.025520414088,2824.1454393328336,1890.2615505690153,1262.2561534788067,871.1299084312284,608.1890526369299,441.00895384037653,324.2770692191954,,,,,,
19/04/2020,,,,,,,,,,67735.68912891817,40209.2628383232,25445.191561244097,15467.580827748354,9729.896306403889,6438.25787951832,4185.131509558485,2762.946077777036,1818.9068285779726,1238.2775064060413,852.7379642131624,610.4223828835608,443.1209251144035,328.08941686536923,,,,,
20/04/2020,,,,,,,,,,,63791.84109805424,39844.479905667875,23872.713857855782,14809.27328928154,9673.493034219797,6201.991408925825,4038.526322669751,2621.038560144462,1760.163631199919,1195.6184223600321,844.9159190090116,605.5197018618596,442.7215358186538,332.70315288840544,,,,
21/04/2020,,,,,,,,,,,,62392.24315258207,36845.2231338378,22540.278791283956,14534.43916572349,9190.797791787341,5903.008744933103,3776.9076600449184,2502.0045931311356,1676.3689103553897,1169.4900616562372,827.4357823391297,597.4053053898314,443.57337263172224,333.7505188791735,,,
22/04/2020,,,,,,,,,,,,,56867.035556393625,34307.16403596423,21838.0187089425,13619.94212503323,8628.274142267159,5442.511105872379,3556.502857510914,2350.426081641528,1618.749243021567,1130.6815811112292,806.1344886870538,591.39005807341,439.66337378070176,335.17167118426903,,
23/04/2020,,,,,,,,,,,,,,52216.81218271717,32811.65896354584,20183.538762545217,12611.723595703355,7842.64001233006,5055.431396972001,3295.517311931987,2240.591175329824,1545.0635144761147,1087.7921705544313,788.4652739930029,579.1867616967216,436.4834810038341,332.23209913818357,
